0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
-686.7968139648438,-686.0311889648438,-666.0279541015625,-651.4979248046875,-644.005859375,-628.4500122070312,-615.9046630859375,-618.8504638671875,-624.5093994140625,-599.2611694335938,-583.5928344726562,-599.7998046875,-609.3289794921875,-622.0020141601562,-638.2908935546875,-649.7787475585938,-650.4196166992188,-643.418701171875,-631.1705322265625,-628.00537109375,-643.287109375,-662.3917846679688,-674.9296875,-687.52880859375,-703.5338134765625,-690.8881225585938,-686.7012939453125,-687.8977661132812,-680.3391723632812,-683.1937255859375,-700.5038452148438,-717.755615234375,-718.14453125,-714.089599609375,-664.7525634765625,-604.5081787109375,-574.52001953125,-579.9617919921875,-602.6700439453125,-627.427001953125,-639.1919555664062,-634.6668090820312,-652.0404052734375,-672.3040161132812,hungry
-292.7022705078125,-313.0220031738281,-348.6129455566406,-374.3677978515625,-410.57647705078125,-436.2001953125,-430.7188415527344,-431.10406494140625,-450.5831298828125,-452.01824951171875,-439.66827392578125,-441.9886474609375,-442.73114013671875,-450.7642822265625,-465.5389099121094,-469.83843994140625,-466.16131591796875,-467.8106994628906,-465.03515625,-466.8101501464844,-468.12896728515625,-446.09027099609375,-427.5850830078125,-442.8393859863281,-470.63134765625,-488.0506286621094,-461.8330383300781,-415.4291076660156,-369.1543273925781,-346.6916809082031,-358.15228271484375,-377.164306640625,-394.9675598144531,-412.3741149902344,-416.2201232910156,-417.095703125,-417.6305236816406,-414.13763427734375,-417.35760498046875,-420.1282958984375,-418.6540222167969,-420.08319091796875,-427.61444091796875,-423.590087890625,hungry
-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-604.4078979492188,-572.9988403320312,-446.6386413574219,-405.52520751953125,-401.2843017578125,-400.294677734375,-399.48760986328125,-402.5575866699219,-396.03021240234375,-391.576904296875,-373.8568115234375,-350.1576843261719,-347.46099853515625,-355.5865173339844,-355.0464782714844,hungry
-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-675.8568115234375,-579.0293579101562,-478.5994873046875,-438.5094299316406,-425.2427978515625,-425.45697021484375,-458.02032470703125,-534.7150268554688,-518.4767456054688,-469.3718566894531,-441.9173889160156,-421.01959228515625,-413.86383056640625,-410.72320556640625,-407.3587646484375,-364.4644775390625,-309.1150207519531,-307.3705749511719,-323.0950622558594,-301.91937255859375,-270.2715148925781,-247.6663055419922,-242.85423278808594,-265.0885925292969,-273.2679443359375,-280.7127990722656,-288.757080078125,-309.21429443359375,-321.4685363769531,-321.1650390625,-316.6515197753906,-299.68603515625,hungry
-355.10986328125,-374.6138000488281,-399.0958251953125,-400.3310241699219,-401.1426086425781,-400.2242126464844,-388.4034118652344,-383.2970275878906,-385.2550354003906,-388.4798583984375,-381.3380432128906,-383.0812072753906,-382.8189392089844,-386.9805908203125,-392.5606689453125,-394.427978515625,-397.4477233886719,-397.9190673828125,-401.04937744140625,-402.6106872558594,-387.6498718261719,-380.2292175292969,-388.1991271972656,-394.9190368652344,-393.5213928222656,-389.99346923828125,-386.50030517578125,-392.260009765625,-395.60186767578125,-389.5247802734375,-388.2222595214844,-393.9076843261719,-396.32958984375,-393.74237060546875,-391.6968078613281,-390.2030029296875,-386.6408386230469,-388.2938537597656,-393.825927734375,-394.6244812011719,-387.64373779296875,-387.55303955078125,-391.4744873046875,-397.15106201171875,hungry
-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-815.0641479492188,-739.3816528320312,-650.3443603515625,-595.74267578125,-540.3214721679688,-477.5662841796875,-432.3702392578125,-411.56549072265625,-413.1784973144531,-418.28765869140625,-417.1004943847656,-427.58734130859375,-448.7616271972656,-463.8293762207031,-448.6180419921875,-438.35113525390625,-447.9640808105469,-439.2238464355469,-420.0601806640625,-415.9451599121094,-420.2460021972656,-439.38079833984375,-452.177001953125,-448.0436706542969,-466.4626770019531,-481.06256103515625,-479.66815185546875,-471.77490234375,-471.7520751953125,-482.83905029296875,-507.7741394042969,-530.5460205078125,hungry
-307.2182922363281,-323.4004821777344,-350.6705017089844,-354.68450927734375,-367.4266357421875,-390.65216064453125,-414.60296630859375,-428.7713928222656,-441.6841735839844,-452.81622314453125,-455.31884765625,-456.48895263671875,-458.4899597167969,-438.53985595703125,-397.3418273925781,-372.08740234375,-365.006103515625,-365.1588439941406,-367.37274169921875,-367.45269775390625,-374.1125793457031,-390.4718322753906,-416.00994873046875,-425.5709533691406,-431.7731018066406,-449.0618591308594,-458.6346130371094,-459.2415771484375,-469.7442626953125,-468.2427978515625,-454.29815673828125,-403.4365234375,-355.2071228027344,-336.53887939453125,-343.4456787109375,-330.60589599609375,-326.6761169433594,-334.5814514160156,-348.6680603027344,-340.0511169433594,-325.29144287109375,-331.34197998046875,-329.1260986328125,-327.0279541015625,hungry
-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-615.5751953125,-610.5901489257812,-508.8493347167969,-465.03369140625,-439.6552734375,-435.42071533203125,-449.4162292480469,-466.9580078125,-465.49835205078125,-440.45318603515625,-430.4171447753906,-418.11383056640625,-410.3957214355469,-396.5133056640625,-368.9493713378906,hungry
-537.1267700195312,-495.2033996582031,-433.37359619140625,-392.25091552734375,-375.4289245605469,-363.8642272949219,-362.55078125,-361.64825439453125,-351.6881408691406,-342.301513671875,-345.5984802246094,-338.85198974609375,-324.2166442871094,-336.37420654296875,-340.73516845703125,-332.68878173828125,-329.86627197265625,-323.6844787597656,-303.3818664550781,-286.2236022949219,-278.71075439453125,-296.88189697265625,-324.8378601074219,-348.87396240234375,-366.89044189453125,-343.9506530761719,-307.9270935058594,-296.99041748046875,-302.46124267578125,-320.6524658203125,-344.66522216796875,-386.2486267089844,-449.68011474609375,-497.11767578125,-528.9318237304688,-544.5433349609375,-548.128662109375,-554.763427734375,-550.8958740234375,-532.9593505859375,-519.2918701171875,-510.3487854003906,-478.65216064453125,-408.76739501953125,hungry
-304.3464050292969,-330.3197937011719,-371.2312316894531,-403.2028503417969,-434.7629699707031,-461.7751159667969,-487.60992431640625,-507.81927490234375,-519.2916870117188,-510.3500671386719,-489.3290100097656,-479.58697509765625,-454.6296081542969,-437.30377197265625,-424.16595458984375,-413.7580261230469,-407.3480529785156,-393.4457092285156,-372.73797607421875,-352.5654602050781,-326.3713073730469,-305.10595703125,-296.314208984375,-276.80865478515625,-269.79901123046875,-282.993408203125,-277.0838623046875,-273.6144104003906,-276.1551818847656,-288.867431640625,-292.758544921875,-289.7505187988281,-293.28515625,-289.7943420410156,-273.6246337890625,-240.5145263671875,-222.3233642578125,-236.3856964111328,-270.3717041015625,-256.593994140625,-223.3592071533203,-221.79238891601562,-229.65191650390625,-246.95706176757812,hungry
-787.5499267578125,-780.6343994140625,-781.005615234375,-788.3514404296875,-789.6887817382812,-782.9273681640625,-784.1798706054688,-787.556884765625,-793.6951293945312,-787.2807006835938,-774.912353515625,-789.412353515625,-803.9545288085938,-801.4218139648438,-790.2030639648438,-790.3519897460938,-794.3162231445312,-801.0372314453125,-795.6680908203125,-790.6373901367188,-791.4052734375,-796.7330932617188,-793.4502563476562,-792.8342895507812,-782.9812622070312,-778.4010620117188,-787.9104614257812,-786.73095703125,-783.8535766601562,-783.7997436523438,-787.1417236328125,-783.3480834960938,-798.9925537109375,-806.4537353515625,-795.7525024414062,-798.4469604492188,-802.2775268554688,-793.0224609375,-783.9241943359375,-787.0911254882812,-798.658447265625,-803.16796875,-794.8189086914062,-789.6788940429688,hungry
-423.2291259765625,-435.1069030761719,-433.9163513183594,-423.831787109375,-417.5760192871094,-425.64727783203125,-452.6402282714844,-478.86492919921875,-462.7175598144531,-458.0048522949219,-480.47552490234375,-527.1793212890625,-582.115966796875,-622.0374755859375,-613.012451171875,-593.9441528320312,-586.4570922851562,-578.10302734375,-585.24462890625,-612.828369140625,-623.6045532226562,-616.1648559570312,-594.2328491210938,-518.551025390625,-460.0468444824219,-441.32025146484375,-461.1436767578125,-506.51171875,-542.9497680664062,-544.259765625,-547.3480224609375,-555.7904052734375,-570.3792724609375,-541.1307983398438,-472.8039245605469,-405.5149841308594,-394.92596435546875,-449.1966857910156,-537.4385986328125,-566.0220336914062,-575.5548706054688,-566.666748046875,-565.3291625976562,-548.591064453125,hungry
-266.02423095703125,-242.37841796875,-245.93194580078125,-262.80029296875,-281.4729919433594,-293.7163391113281,-300.4021301269531,-308.6598815917969,-331.0938415527344,-341.606201171875,-333.4808044433594,-330.4931335449219,-321.6464538574219,-273.43194580078125,-229.83645629882812,-243.25607299804688,-281.59747314453125,-282.12225341796875,-291.6099853515625,-297.8959045410156,-277.3398132324219,-268.91119384765625,-272.3502502441406,-267.8412780761719,-275.8387451171875,-295.6423034667969,-307.9515686035156,-309.0339660644531,-306.1085510253906,-302.9051208496094,-297.7957763671875,-295.1024169921875,-287.64300537109375,-288.6529541015625,-291.465576171875,-302.030517578125,-315.74200439453125,-288.0551452636719,-248.32460021972656,-229.4386749267578,-233.9368896484375,-272.0898742675781,-289.5419616699219,-282.0345764160156,hungry
-744.5818481445312,-731.0779418945312,-720.7300415039062,-720.5900268554688,-721.8721313476562,-734.7343139648438,-741.2158813476562,-744.050537109375,-745.49267578125,-743.1355590820312,-720.6969604492188,-717.5256958007812,-728.4534301757812,-732.2028198242188,-740.6959838867188,-743.9462280273438,-685.855224609375,-655.40380859375,-676.7631225585938,-722.3900146484375,-765.3898315429688,-782.3536376953125,-778.123291015625,-777.5104370117188,-763.9515380859375,-751.1155395507812,-733.8421630859375,-737.2171630859375,-763.6301879882812,-779.029052734375,-778.8933715820312,-780.9428100585938,-775.74072265625,-773.1024780273438,-768.9974365234375,-764.20166015625,-774.53759765625,-780.1714477539062,-787.2579345703125,-786.6102905273438,-777.334228515625,-782.0902099609375,-793.7753295898438,-798.419189453125,hungry
-149.22979736328125,-157.70474243164062,-171.7152099609375,-172.19976806640625,-183.6783905029297,-208.54177856445312,-234.0343475341797,-223.15863037109375,-204.17755126953125,-171.14727783203125,-140.4959716796875,-112.52438354492188,-104.86482238769531,-103.73052978515625,-98.04051208496094,-98.9655990600586,-112.5220947265625,-131.61000061035156,-128.86444091796875,-135.5899658203125,-131.50439453125,-130.210693359375,-120.07660675048828,-119.0608901977539,-124.4902572631836,-139.53463745117188,-155.70469665527344,-171.3810272216797,-180.91929626464844,-183.958984375,-191.24049377441406,-203.01309204101562,-194.92645263671875,-187.3521728515625,-182.6497039794922,-165.9795684814453,-155.30870056152344,-139.7884063720703,-133.47549438476562,-166.8280792236328,-188.98085021972656,-180.0347137451172,-177.22314453125,-179.33274841308594,hungry
-393.2552490234375,-387.13861083984375,-347.6332092285156,-322.2816162109375,-314.22412109375,-306.80401611328125,-303.2318420410156,-313.12884521484375,-324.558349609375,-329.0863037109375,-335.441162109375,-326.3829345703125,-318.7509460449219,-326.5149841308594,-328.9159851074219,-306.3726806640625,-304.8533630371094,-318.7215270996094,-292.065185546875,-288.8633117675781,-323.11761474609375,-340.5240478515625,-329.704833984375,-341.97998046875,-372.3023376464844,-398.94586181640625,-422.6685791015625,-421.6275939941406,-433.7257995605469,-435.5668029785156,-446.8653259277344,-477.7791442871094,-467.4889831542969,-439.7071533203125,-424.77642822265625,-412.1583251953125,-395.63531494140625,-340.456298828125,-277.2809753417969,-251.39981079101562,-258.78466796875,-290.80224609375,-302.8894348144531,-304.7139587402344,hungry
-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-548.4528198242188,-546.762451171875,-538.7464599609375,-530.1441040039062,-515.3729248046875,-498.7724914550781,-484.0007629394531,-475.87969970703125,-467.2177429199219,-455.9918518066406,-446.36810302734375,-443.39923095703125,-446.7605895996094,-466.10040283203125,-482.493896484375,-489.1290283203125,-477.29638671875,-471.4726257324219,-484.0816955566406,-490.01116943359375,-488.7792663574219,-486.0450439453125,-489.1535949707031,-481.8018493652344,-472.09716796875,-467.57391357421875,-470.3602294921875,-472.163330078125,-476.1011657714844,-479.46112060546875,-484.7462158203125,hungry
-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-532.6640625,-522.0293579101562,hungry
-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-596.6820068359375,-567.356689453125,-523.4688720703125,-495.6220397949219,-469.5734558105469,-441.5426940917969,-416.8932189941406,-362.5881652832031,-320.0101013183594,-289.27081298828125,-285.8989562988281,-297.9098815917969,-294.7146911621094,-272.6385192871094,-255.4058074951172,-258.9632568359375,-257.2292175292969,-254.23997497558594,-256.6139221191406,-257.3309326171875,-255.37501525878906,-255.85598754882812,-248.07861328125,-241.8236541748047,-252.2211151123047,-253.90350341796875,-260.2099914550781,-261.3633728027344,-261.4058532714844,-259.8631286621094,-246.1750946044922,-242.1869659423828,hungry
-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-595.62109375,-439.1191711425781,-314.6387939453125,-293.8128356933594,-312.52166748046875,-304.00799560546875,-271.17010498046875,-224.43540954589844,-190.88645935058594,-180.92604064941406,-165.3983154296875,-138.42947387695312,-141.6753692626953,-157.658935546875,-160.84632873535156,-169.15774536132812,-171.6234893798828,-165.45315551757812,-166.8186798095703,-165.58770751953125,-157.89295959472656,-178.78814697265625,-183.16224670410156,-176.57666015625,-200.9139404296875,-194.07322692871094,-175.4897918701172,-175.62945556640625,-181.2438201904297,-182.06044006347656,-199.2926483154297,-200.67872619628906,hungry
-511.4689636230469,-517.3640747070312,-529.6312255859375,-531.5446166992188,-533.302734375,-536.27099609375,-545.5734252929688,-561.6751098632812,-572.9735717773438,-578.0912475585938,-574.5720825195312,-566.6583862304688,-565.7073974609375,-562.9569702148438,-557.1026611328125,-558.1596069335938,-569.5806884765625,-575.2325439453125,-582.9149169921875,-583.4678955078125,-564.6497802734375,-557.87255859375,-561.2056274414062,-573.081787109375,-581.2555541992188,-581.2832641601562,-576.7191772460938,-567.7230834960938,-570.5171508789062,-575.0167846679688,-577.7942504882812,-564.5491333007812,-563.3007202148438,-563.98974609375,-559.7780151367188,-555.4248046875,-552.0073852539062,-553.2589721679688,-553.4935913085938,-538.5543823242188,-525.0984497070312,-523.643310546875,-538.10400390625,-553.0281982421875,hungry
-529.8365478515625,-528.1863403320312,-537.35693359375,-547.10693359375,-552.7364501953125,-564.7697143554688,-562.7579956054688,-560.8568725585938,-558.4674072265625,-558.7116088867188,-548.2053833007812,-531.278076171875,-524.172607421875,-530.3010864257812,-536.880615234375,-537.5980834960938,-540.8290405273438,-540.4865112304688,-533.471923828125,-537.7247314453125,-553.5808715820312,-569.021240234375,-580.499755859375,-579.113037109375,-573.7264404296875,-563.2962646484375,-551.8024291992188,-546.3724975585938,-547.69677734375,-551.23876953125,-551.8117065429688,-542.942626953125,-538.3204345703125,-529.9461669921875,-525.3626098632812,-529.3677978515625,-537.9539184570312,-543.9845581054688,-540.253662109375,-543.5570678710938,-557.6187744140625,-565.55126953125,-567.4874267578125,-560.1881713867188,hungry
-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-715.26220703125,-642.188720703125,-553.3273315429688,-505.7541809082031,-478.6184997558594,-465.2336120605469,-464.07464599609375,-477.7738342285156,-469.8473205566406,-462.20062255859375,-454.8998107910156,-463.2427978515625,-476.90899658203125,-492.0185241699219,-526.1727905273438,-556.6063842773438,-569.9616088867188,-598.2554931640625,-622.100341796875,-636.2068481445312,-645.2297973632812,-659.5101928710938,-667.9616088867188,-674.44677734375,-680.16064453125,-678.6426391601562,-679.4306030273438,-674.9103393554688,-665.6182861328125,-674.0189208984375,-683.19677734375,-693.78955078125,hungry
-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-677.8389892578125,-623.5140380859375,-540.5906982421875,-493.7037353515625,-467.08856201171875,-454.1661682128906,-453.22662353515625,-466.3870544433594,-458.41571044921875,-450.4717102050781,-443.2050476074219,-451.3219299316406,-464.4775085449219,-479.52679443359375,-513.2674560546875,-543.256591796875,-556.8790283203125,-584.8323974609375,-607.3583374023438,-620.817626953125,-627.342041015625,-640.356201171875,-647.7367553710938,-651.37451171875,-657.0906982421875,-658.599365234375,-657.986572265625,-653.90234375,-645.6127319335938,-653.6654663085938,-660.9744262695312,-667.06103515625,hungry
-389.33624267578125,-392.1914367675781,-404.680908203125,-408.9241943359375,-409.479736328125,-405.6201171875,-404.87274169921875,-405.22906494140625,-399.460205078125,-406.8218994140625,-393.6432800292969,-372.8135986328125,-373.0279846191406,-384.343505859375,-386.3007507324219,-348.32952880859375,-335.5871276855469,-351.82757568359375,-379.5599365234375,-397.06927490234375,-408.11749267578125,-412.1623229980469,-415.4324035644531,-418.4630432128906,-416.807861328125,-414.15374755859375,-408.6298522949219,-409.0910339355469,-410.9202575683594,-406.2861022949219,-404.51116943359375,-398.6026916503906,-384.4093017578125,-369.0312805175781,-359.5649108886719,-359.40728759765625,-368.2719421386719,-370.2132873535156,-384.93157958984375,-375.8427734375,-352.3898010253906,-332.5545959472656,-330.46051025390625,-330.7529602050781,hungry
-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-705.07080078125,-704.9025268554688,-699.35986328125,-701.7119750976562,-704.3751220703125,-700.5396728515625,-704.58203125,-701.2398681640625,-630.0639038085938,-582.7462768554688,-570.1597290039062,-564.7748413085938,-580.0479736328125,-607.6500244140625,-623.51025390625,-617.1760864257812,-610.3905029296875,-615.6541748046875,-619.3590087890625,-625.0905151367188,-631.3838500976562,-622.2254638671875,-618.6167602539062,-622.4732055664062,-626.5008544921875,-631.4635009765625,-627.5471801757812,-627.78125,-627.34375,-629.400634765625,-629.3199462890625,-629.0064086914062,hungry
-154.42616271972656,-203.6737518310547,-278.0042724609375,-275.7225341796875,-277.7201843261719,-293.3272705078125,-292.3538513183594,-294.53765869140625,-294.8091125488281,-307.0724792480469,-302.84197998046875,-294.3168640136719,-298.0033264160156,-297.484375,-295.6999206542969,-290.5652160644531,-295.050048828125,-298.7890319824219,-296.32025146484375,-304.68292236328125,-307.3088073730469,-302.7483825683594,-304.6443176269531,-300.4888610839844,-299.7754211425781,-303.4105529785156,-300.0627746582031,-295.2993469238281,-289.7413024902344,-286.7238464355469,-284.5022888183594,-287.044921875,-291.7127380371094,-295.8104248046875,-290.61663818359375,-291.61199951171875,-294.3367004394531,-293.02691650390625,-289.005859375,-287.0807189941406,-284.34991455078125,-289.1658935546875,-296.927001953125,-303.75799560546875,hungry
-535.1342163085938,-431.86053466796875,-335.87835693359375,-308.07550048828125,-292.7388916015625,-284.352783203125,-314.266845703125,-353.53192138671875,-366.91400146484375,-365.4700012207031,-369.2986755371094,-372.1292724609375,-360.5809020996094,-353.5169677734375,-351.89727783203125,-343.98736572265625,-350.2699890136719,-359.3032531738281,-343.1269836425781,-323.6922302246094,-316.2218322753906,-312.2974548339844,-314.64178466796875,-313.1429138183594,-305.52911376953125,-303.78253173828125,-304.4271240234375,-303.9142150878906,-309.3125,-297.57440185546875,-276.76422119140625,-273.313720703125,-298.3245849609375,-364.6112365722656,-478.1645202636719,-421.00543212890625,-305.74530029296875,-259.469482421875,-254.9802703857422,-281.7585754394531,-347.46270751953125,-438.6085205078125,-512.3424682617188,-547.9794921875,hungry
-483.8855285644531,-477.5036315917969,-476.1483154296875,-478.3837890625,-478.9139099121094,-480.1845397949219,-491.4433898925781,-475.3288879394531,-431.7897644042969,-317.32244873046875,-249.68887329101562,-249.84251403808594,-257.7543029785156,-227.01881408691406,-231.92359924316406,-245.74658203125,-266.78668212890625,-305.47015380859375,-351.8306884765625,-383.22247314453125,-403.4960021972656,-426.162353515625,-435.33642578125,-440.40313720703125,-437.10186767578125,-436.7402038574219,-443.1095886230469,-442.3564758300781,-440.2778015136719,-447.37109375,-451.6553039550781,-450.47283935546875,-446.21148681640625,-447.36932373046875,-454.80694580078125,-401.5186462402344,-352.7808532714844,-338.0540771484375,-325.9314270019531,-302.56939697265625,-279.1722106933594,-296.13214111328125,-349.0106506347656,-394.35650634765625,hungry
-314.91961669921875,-310.80743408203125,-312.5434875488281,-311.59197998046875,-313.2332763671875,-316.1113586425781,-316.6847839355469,-314.5523376464844,-314.1304016113281,-313.3370666503906,-313.44891357421875,-312.9095153808594,-313.0525207519531,-310.6238098144531,-313.41436767578125,-313.2600402832031,-311.1952209472656,-312.7055969238281,-316.70672607421875,-313.0570068359375,-307.30694580078125,-308.93792724609375,-311.8985900878906,-311.9665222167969,-311.2001647949219,-310.741943359375,-319.7495422363281,-323.126220703125,-324.01727294921875,-318.3031005859375,-314.246826171875,-315.8511047363281,-305.0756530761719,-304.27667236328125,-310.5434875488281,-305.6099548339844,-305.2518615722656,-306.25897216796875,-310.7525634765625,-311.51690673828125,-302.395263671875,-306.5950927734375,-309.116455078125,-308.90875244140625,hungry
-637.782958984375,-636.0509033203125,-641.0353393554688,-645.0316162109375,-640.666015625,-640.0894165039062,-638.7320556640625,-630.5142211914062,-626.36962890625,-629.5062255859375,-614.5082397460938,-585.1698608398438,-553.9052734375,-544.2279052734375,-577.5523681640625,-617.58544921875,-620.0125122070312,-621.717041015625,-628.58349609375,-626.3229370117188,-624.06494140625,-623.0077514648438,-570.2611694335938,-528.630859375,-478.2968444824219,-451.6999206542969,-440.50347900390625,-430.0761413574219,-435.9471130371094,-453.4277648925781,-501.7920227050781,-569.1461181640625,-620.4246826171875,-635.5972290039062,-624.737060546875,-625.4564819335938,-639.8407592773438,-601.4493408203125,-557.9185180664062,-576.0746459960938,-617.1737670898438,-619.5635375976562,-623.7149658203125,-622.9691162109375,hungry
-452.3217468261719,-480.16796875,-525.750244140625,-523.52587890625,-526.3316650390625,-517.834716796875,-501.1986999511719,-484.7381286621094,-468.9289245605469,-467.2476501464844,-473.29644775390625,-483.8742370605469,-483.34503173828125,-487.5187072753906,-488.55718994140625,-486.6600646972656,-488.3551940917969,-490.1295166015625,-493.36199951171875,-469.7818908691406,-463.7032165527344,-467.13043212890625,-463.3095703125,-468.46026611328125,-470.4716491699219,-472.19110107421875,-474.7206726074219,-487.2582092285156,-501.489013671875,-514.2725830078125,-529.9483642578125,-533.6638793945312,-531.3416137695312,-523.5101318359375,-506.5396423339844,-490.3973083496094,-487.57208251953125,-490.32391357421875,-494.65087890625,-494.4068908691406,-493.3179626464844,-496.40582275390625,-500.317626953125,-507.1455383300781,hungry
-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-687.6699829101562,-663.774658203125,-450.5758972167969,-386.2055969238281,-380.1502380371094,-384.35638427734375,-388.0971374511719,-388.28369140625,-396.9642639160156,-400.73779296875,-395.260498046875,-393.8515930175781,-400.7173156738281,-409.6784362792969,-408.69256591796875,-396.779296875,-395.64996337890625,-391.6259765625,-397.78546142578125,-402.00042724609375,-405.5739440917969,-409.3200378417969,-390.9016418457031,-379.6761169433594,-380.2120666503906,-385.86328125,-388.3246154785156,-387.7789306640625,-393.16156005859375,-403.50299072265625,-408.8294677734375,-410.2060546875,-406.193359375,-399.72308349609375,hungry
-589.9060668945312,-413.44659423828125,-307.3177490234375,-251.32073974609375,-252.95570373535156,-229.22274780273438,-200.07949829101562,-231.04055786132812,-309.0389709472656,-392.539306640625,-410.3887023925781,-338.6274719238281,-295.7708740234375,-295.82135009765625,-293.8817138671875,-278.3565673828125,-276.61090087890625,-289.8987121582031,-309.2261047363281,-297.7326965332031,-285.5308837890625,-284.7669677734375,-287.93646240234375,-288.8251037597656,-285.4755554199219,-280.4700622558594,-282.16033935546875,-290.7901916503906,-306.49285888671875,-322.4424133300781,-326.81591796875,-329.40411376953125,-342.2913818359375,-336.82550048828125,-316.8127136230469,-309.1874084472656,-306.8789978027344,-305.0671691894531,-325.13629150390625,-359.27459716796875,-377.94488525390625,-392.8647155761719,-401.89996337890625,-392.0486145019531,hungry
-241.46578979492188,-246.57603454589844,-265.0747985839844,-283.401611328125,-303.5434875488281,-319.4751892089844,-320.2657470703125,-242.42747497558594,-175.09764099121094,-126.28010559082031,-111.83551025390625,-138.49282836914062,-153.03660583496094,-189.21726989746094,-200.8495635986328,-203.1653594970703,-213.01319885253906,-230.995849609375,-229.1935272216797,-234.59896850585938,-245.9992218017578,-247.98623657226562,-253.1339874267578,-254.5226593017578,-245.25062561035156,-246.67330932617188,-229.3385467529297,-200.6903839111328,-173.70010375976562,-160.19520568847656,-163.4052276611328,-173.74539184570312,-191.4596405029297,-198.03550720214844,-204.55023193359375,-207.18128967285156,-228.4010467529297,-249.37242126464844,-240.4662628173828,-250.8751678466797,-287.2900390625,-335.0215759277344,-356.31549072265625,-321.9596252441406,hungry
